key,emission,date,population,value,,,,,,,,
New Zealand,28151.64718,1995,3673400,0.007663649,,,,,,,,
New Zealand,27887.46872,1994,3620000,0.007703721,,,,,,,,
New Zealand,27705.39886,1993,3572200,0.007755836,,,,,,,,
New Zealand,28107.89717,1992,3531700,0.007958744,,,,,,,,
New Zealand,26116.59127,1991,3495100,0.007472345,,,,,,,,
New Zealand,25428.63661,1990,3329800,0.007636686,,,,,,,,
Norway,44664.04647,2015,5188607,0.0086081,,,,,,,,
Norway,43965.86334,2014,5137232,0.008558279,,,,,,,,
Norway,44302.65743,2013,5079623,0.008721643,,,,,,,,
Norway,44558.54485,2012,5018573,0.008878728,,,,,,,,
Norway,44926.57126,2011,4953088,0.009070417,,,,,,,,
Norway,45838.47739,2010,4889252,0.009375356,,,,,,,,
Norway,43216.74546,2009,4828726,0.008949927,,,,,,,,
Norway,44898.10196,2008,4768212,0.00941613,,,,,,,,
Norway,45848.12132,2007,4709153,0.009735959,,,,,,,,
Norway,43919.25398,2006,4660677,0.009423364,,,,,,,,
Norway,43553.92712,2005,4623291,0.009420546,,,,,,,,
Norway,44327.3792,2004,4591910,0.009653364,,,,,,,,
Norway,43914.65356,2003,4564855,0.009620164,,,,,,,,
Norway,42661.71446,2002,4538159,0.009400665,,,,,,,,
Norway,43539.74244,2001,4513751,0.009646022,,,,,,,,
Norway,42202.11003,2000,4490967,0.00939711,,,,,,,,
Norway,42699.66173,1999,4461913,0.00956981,,,,,,,,
Norway,41947.9526,1998,4431464,0.009465936,,,,,,,,
Norway,41691.54234,1997,4405157,0.009464258,,,,,,,,
Norway,41593.16176,1996,4381336,0.00949326,,,,,,,,
Norway,38476.68861,1995,4359184,0.008826581,,,,,,,,
Norway,38445.87755,1994,4336613,0.008865416,,,,,,,,
Norway,36531.56252,1993,4311991,0.008472087,,,,,,,,
Norway,34831.89259,1992,4286401,0.00812614,,,,,,,,
Norway,34069.33414,1991,4261732,0.007994246,,,,,,,,
Norway,35704.38809,1990,4241473,0.008417922,,,,,,,,
Poland,310638.5891,2015,37986412,0.008177624,,,,,,,,
Poland,307601.953,2014,38011735,0.008092289,,,,,,,,
Poland,319921.7256,2013,38040196,0.008410097,,,,,,,,
Poland,324225.5132,2012,38063164,0.008518091,,,,,,,,
Poland,331703.8073,2011,38063255,0.008714541,,,,,,,,
Poland,332132.4302,2010,38042794,0.008730495,,,,,,,,
Poland,314146.6709,2009,38151603,0.008234167,,,,,,,,
Poland,327450.5343,2008,38125759,0.008588695,,,,,,,,
Poland,334367.835,2007,38120560,0.008771325,,,,,,,,
Poland,334625.0816,2006,38141267,0.008773308,,,,,,,,
Poland,321670.6319,2005,38165445,0.008428321,,,,,,,,
Poland,322540.3223,2004,38182222,0.008447395,,,,,,,,
Poland,318416.958,2003,38204570,0.008334525,,,,,,,,
Poland,305731.837,2002,38230364,0.007997095,,,,,,,,
Poland,313546.9875,2001,38248076,0.008197719,,,,,,,,
Poland,317098.5991,2000,38258629,0.00828829,,,,,,,,
Poland,327653.7081,1999,38660271,0.008475205,,,,,,,,
Poland,337342.9394,1998,38663481,0.008725105,,,,,,,,
Poland,366571.4997,1997,38649660,0.009484469,,,,,,,,
Poland,375306.1888,1996,38624370,0.009716824,,,,,,,,
Poland,361305.1645,1995,38594998,0.009361451,,,,,,,,
Poland,359612.2951,1994,38542652,0.009330243,,,,,,,,
Poland,364128.7364,1993,38461408,0.009467379,,,,,,,,
Poland,363720.1359,1992,38363667,0.009480849,,,,,,,,
Poland,373379.3135,1991,38246193,0.009762522,,,,,,,,
Poland,376039.7836,1990,38110782,0.009867018,,,,,,,,
Portugal,52017.49475,2015,10358076,0.005021926,,,,,,,,
Portugal,47740.64955,2014,10401062,0.004589978,,,,,,,,
Portugal,47866.48478,2013,10457295,0.004577329,,,,,,,,
Portugal,49658.40546,2012,10514844,0.004722695,,,,,,,,
Portugal,51470.96789,2011,10557560,0.004875271,,,,,,,,
Portugal,52615.65173,2010,10573100,0.004976369,,,,,,,,
Portugal,56800.51503,2009,10568247,0.005374639,,,,,,,,
Portugal,59633.77621,2008,10558177,0.005648113,,,,,,,,
Portugal,61937.07105,2007,10542964,0.00587473,,,,,,,,
Portugal,64428.86213,2006,10522288,0.006123085,,,,,,,,
Portugal,69141.96974,2005,10503330,0.006582862,,,,,,,,
Portugal,66859.68627,2004,10483861,0.006377392,,,,,,,,
Portugal,64076.09035,2003,10458821,0.006126512,,,,,,,,
Portugal,69199.11292,2002,10419631,0.006641225,,,,,,,,
Portugal,65362.16684,2001,10362722,0.006307432,,,,,,,,
Portugal,65682.91506,2000,10289898,0.006383243,,,,,,,,
Portugal,66910.85106,1999,10217828,0.006548442,,,,,,,,
Portugal,59297.21944,1998,10160196,0.005836228,,,,,,,,
Portugal,54823.54266,1997,10108977,0.005423253,,,,,,,,
Portugal,51827.03235,1996,10063945,0.005149773,,,,,,,,
Portugal,54532.67434,1995,10026176,0.00543903,,,,,,,,
Portugal,50569.68706,1994,9991525,0.005061258,,,,,,,,
Portugal,49828.98176,1993,9964675,0.005000563,,,,,,,,
Portugal,51226.38713,1992,9952494,0.00514709,,,,,,,,
Portugal,46992.23083,1991,9960235,0.004717984,,,,,,,,
Portugal,45371.31719,1990,9983218,0.004544759,,,,,,,,
Romania,78013.49318,2015,19815481,0.003936997,,,,,,,,
Romania,77195.5573,2014,19908979,0.003877424,,,,,,,,
Romania,76954.05789,2013,19983693,0.003850843,,,,,,,,
Romania,85888.55002,2012,20058035,0.004282002,,,,,,,,
Romania,88455.72021,2011,20147528,0.004390401,,,,,,,,
Romania,82265.51891,2010,20246871,0.004063123,,,,,,,,
Romania,86113.58979,2009,20367487,0.004227993,,,,,,,,
Romania,103112.282,2008,20537875,0.005020592,,,,,,,,
Romania,106449.0665,2007,20882982,0.005097407,,,,,,,,
Romania,102367.1537,2006,21193760,0.004830061,,,,,,,,
Romania,99585.25536,2005,21319685,0.004671047,,,,,,,,
Romania,101801.5937,2004,21451748,0.004745608,,,,,,,,
Romania,103051.0652,2003,21574326,0.00477656,,,,,,,,
Romania,98576.1405,2002,21730496,0.004536304,,,,,,,,
Romania,98492.34554,2001,22131970,0.004450229,,,,,,,,
Romania,92958.04369,2000,22442971,0.004141967,,,,,,,,
Romania,88200.23841,1999,22472040,0.003924888,,,,,,,,
Romania,103932.3132,1998,22507344,0.004617707,,,,,,,,
Romania,120005.1143,1997,22553978,0.005320796,,,,,,,,
Romania,128789.6465,1996,22619004,0.005693869,,,,,,,,
Romania,125458.8172,1995,22684270,0.005530653,,,,,,,,
Romania,120104.2783,1994,22730211,0.005283905,,,,,,,,
Romania,122120.2819,1993,22763280,0.005364793,,,,,,,,
Romania,130628.3002,1992,22794284,0.005730748,,,,,,,,
Romania,141044.1417,1991,23001155,0.006132046,,,,,,,,
Romania,170747.6167,1990,23201835,0.007359229,,,,,,,,
Russian Federation,1670809.452,2015,144096870,0.011595043,,,,,,,,
Russian Federation,1671083.016,2014,143819666,0.011619294,,,,,,,,
Russian Federation,1667851.04,2013,143506911,0.011622096,,,,,,,,
Russian Federation,1728504.635,2012,143201676,0.012070422,,,,,,,,
Russian Federation,1718110.853,2011,142960868,0.01201805,,,,,,,,
Russian Federation,1663337.982,2010,142849449,0.011643993,,,,,,,,
Russian Federation,1576961.483,2009,142785342,0.011044281,,,,,,,,
Russian Federation,1685266.059,2008,142742350,0.011806349,,,,,,,,
Russian Federation,1653378.106,2007,142805088,0.011577866,,,,,,,,
Russian Federation,1653514.472,2006,143049528,0.011559035,,,,,,,,
Russian Federation,1594104.465,2005,143518523,0.011107308,,,,,,,,
Russian Federation,1575338.865,2004,144067054,0.010934761,,,,,,,,
Russian Federation,1568642.384,2003,144648257,0.01084453,,,,,,,,
Russian Federation,1531325.515,2002,145306046,0.010538622,,,,,,,,
Russian Federation,1542630.012,2001,145976083,0.01056769,,,,,,,,
Russian Federation,1504292.527,2000,146596557,0.010261445,,,,,,,,
Russian Federation,1512753.117,1999,147214392,0.010275851,,,,,,,,
Russian Federation,1476680.088,1998,147670692,0.009999818,,,,,,,,
Russian Federation,1502168.21,1997,147915307,0.010155597,,,,,,,,
Russian Federation,1581384.912,1996,148160042,0.010673491,,,,,,,,
Russian Federation,1629601.69,1995,148375726,0.01098294,,,,,,,,
Russian Federation,1685597.687,1994,148336000,0.011363376,,,,,,,,
Russian Federation,1909728.954,1993,148520000,0.012858396,,,,,,,,
Russian Federation,2013344.527,1992,148689000,0.013540642,,,,,,,,
Russian Federation,2433361.049,1991,148624000,0.016372598,,,,,,,,
Russian Federation,2589895.603,1990,148292000,0.017464837,,,,,,,,
Slovakia,33816.78951,2015,5423801,0.006234888,,,,,,,,
Slovakia,33442.46708,2014,5418649,0.006171735,,,,,,,,
Slovakia,35543.37935,2013,5413393,0.006565823,,,,,,,,
Slovakia,36001.09648,2012,5407579,0.006657526,,,,,,,,
Slovakia,37811.21289,2011,5398384,0.007004173,,,,,,,,
Slovakia,38536.12534,2010,5391428,0.007147666,,,,,,,,
Slovakia,37590.29153,2009,5386406,0.006978733,,,,,,,,
Slovakia,41384.88845,2008,5379233,0.007693455,,,,,,,,
Slovakia,40879.31268,2007,5374622,0.007605988,,,,,,,,
Slovakia,42486.47834,2006,5373054,0.007907324,,,,,,,,
Slovakia,42747.51359,2005,5372807,0.007956272,,,,,,,,
Slovakia,42733.00194,2004,5372280,0.007954351,,,,,,,,
Slovakia,42200.62195,2003,5373374,0.007853654,,,,,,,,
Slovakia,41736.22726,2002,5376912,0.007762118,,,,,,,,
Slovakia,43573.57214,2001,5378867,0.008100883,,,,,,,,
Slovakia,41265.80318,2000,5388720,0.007657812,,,,,,,,
Slovakia,43283.29436,1999,5396020,0.008021337,,,,,,,,
Slovakia,44115.61169,1998,5390516,0.008183931,,,,,,,,
Slovakia,45136.90637,1997,5383291,0.008384631,,,,,,,,
Slovakia,45081.93412,1996,5373361,0.008389895,,,,,,,,
Slovakia,44779.17702,1995,5361999,0.00835121,,,,,,,,
Slovakia,43740.36389,1994,5346331,0.00818138,,,,,,,,
Slovakia,46569.28927,1993,5325305,0.008744906,,,,,,,,
Slovakia,49082.55155,1992,5305016,0.009252102,,,,,,,,
Slovakia,53549.31212,1991,5303294,0.010097368,,,,,,,,
Slovakia,61935.04583,1990,5299187,0.011687651,,,,,,,,
Slovenia,13598.01342,2015,2063531,0.006589682,,,,,,,,
Slovenia,13512.73955,2014,2061980,0.006553284,,,,,,,,
Slovenia,15167.66009,2013,2059953,0.00736311,,,,,,,,
Slovenia,15808.69013,2012,2057159,0.00768472,,,,,,,,
Slovenia,16347.05262,2011,2052843,0.007963129,,,,,,,,
Slovenia,16360.82046,2010,2048583,0.007986408,,,,,,,,
Slovenia,16320.18371,2009,2039669,0.008001388,,,,,,,,
Slovenia,18205.4113,2008,2021316,0.009006712,,,,,,,,
Slovenia,17261.89149,2007,2018122,0.008553443,,,,,,,,
Slovenia,17124.82271,2006,2006868,0.008533109,,,,,,,,
Slovenia,16929.55979,2005,2000474,0.008462774,,,,,,,,
Slovenia,16630.8669,2004,1997012,0.008327875,,,,,,,,
Slovenia,16270.38196,2003,1995733,0.008152585,,,,,,,,
Slovenia,16508.48469,2002,1994530,0.00827688,,,,,,,,
Slovenia,16363.59267,2001,1992060,0.008214408,,,,,,,,
Slovenia,15430.38701,2000,1988925,0.007758154,,,,,,,,
Slovenia,15323.72542,1999,1983045,0.007727372,,,,,,,,
Slovenia,15948.489,1998,1981629,0.008048171,,,,,,,,
Slovenia,16233.22479,1997,1985956,0.00817401,,,,,,,,
Slovenia,15906.08819,1996,1988628,0.007998524,,,,,,,,
Slovenia,15244.74769,1995,1989872,0.00766117,,,,,,,,
Slovenia,14633.90682,1994,1989443,0.007355781,,,,,,,,
Slovenia,14292.80289,1993,1991746,0.007176017,,,,,,,,
Slovenia,13996.1437,1992,1996498,0.007010347,,,,,,,,
Slovenia,13995.1249,1991,1999429,0.006999561,,,,,,,,
Slovenia,15074.47889,1990,1998161,0.007544176,,,,,,,,
Spain,271725.5661,2015,46447697,0.005850141,,,,,,,,
Spain,254637.2854,2014,46480882,0.005478323,,,,,,,,
Spain,252899.9879,2013,46620045,0.005424705,,,,,,,,
Spain,280502.464,2012,46773055,0.005997095,,,,,,,,
Spain,284558.0298,2011,46742697,0.006087754,,,,,,,,
Spain,284366.5075,2010,46576897,0.006105312,,,,,,,,
Spain,298080.7121,2009,46362946,0.006429288,,,,,,,,
Spain,337361.8747,2008,45954106,0.007341278,,,,,,,,
Spain,369323.5427,2007,45226803,0.008166032,,,,,,,,
Spain,361743.9983,2006,44397319,0.008147879,,,,,,,,
Spain,370511.7773,2005,43653155,0.008487629,,,,,,,,
Spain,355268.3776,2004,42921895,0.00827709,,,,,,,,
Spain,338112.3736,2003,42187645,0.008014488,,,,,,,,
Spain,333912.0333,2002,41431558,0.008059365,,,,,,,,
Spain,313831.0764,2001,40850412,0.007682446,,,,,,,,
Spain,311933.7035,2000,40567864,0.007689182,,,,,,,,
Spain,299862.8151,1999,40386875,0.007424759,,,,,,,,
Spain,276110.002,1998,40223509,0.006864394,,,,,,,,
Spain,267640.8268,1997,40057389,0.006681435,,,,,,,,
Spain,254907.0846,1996,39889852,0.006390274,,,,,,,,
Spain,267284.7033,1995,39724050,0.006728536,,,,,,,,
Spain,253621.5718,1994,39549108,0.006412827,,,,,,,,
Spain,241123.3262,1993,39361262,0.006125904,,,,,,,,
Spain,249588.4689,1992,39157685,0.006373933,,,,,,,,
Spain,240917.9089,1991,38966376,0.006182713,,,,,,,,
Spain,231309.7458,1990,38867322,0.005951265,,,,,,,,
Sweden,43346.28492,2015,9799186,0.004423458,,,,,,,,
Sweden,43254.66267,2014,9696110,0.004461033,,,,,,,,
Sweden,44879.35604,2013,9600379,0.004674748,,,,,,,,
Sweden,46522.66506,2012,9519374,0.004887156,,,,,,,,
Sweden,49097.12425,2011,9449213,0.005195896,,,,,,,,
Sweden,53024.18228,2010,9378126,0.005654027,,,,,,,,
Sweden,47243.88486,2009,9298515,0.005080799,,,,,,,,
Sweden,50823.9147,2008,9219637,0.005512572,,,,,,,,
Sweden,52908.59401,2007,9148092,0.005783566,,,,,,,,
Sweden,53787.78201,2006,9080505,0.005923435,,,,,,,,
Sweden,53954.2139,2005,9029572,0.005975279,,,,,,,,
Sweden,56434.28065,2004,8993531,0.006274986,,,,,,,,
Sweden,57221.45221,2003,8958229,0.006387585,,,,,,,,
Sweden,56639.24527,2002,8924958,0.006346164,,,,,,,,
Sweden,55686.46973,2001,8895960,0.006259748,,,,,,,,
Sweden,54727.15125,2000,8872109,0.006168449,,,,,,,,
Sweden,55849.93627,1999,8857874,0.006305117,,,,,,,,
Sweden,58717.82936,1998,8850974,0.006634053,,,,,,,,
Sweden,58141.2393,1997,8846062,0.006572556,,,,,,,,
Sweden,63218.16271,1996,8840998,0.007150569,,,,,,,,
Sweden,59292.74995,1995,8826939,0.006717249,,,,,,,,
Sweden,59862.58964,1994,8780745,0.006817484,,,,,,,,
Sweden,57417.54961,1993,8718561,0.006585668,,,,,,,,
Sweden,57476.7788,1992,8668067,0.006630865,,,,,,,,
Sweden,57750.78347,1991,8617375,0.006701668,,,,,,,,
Sweden,57548.31665,1990,8558835,0.006723849,,,,,,,,
Switzerland,38751.3747,2015,8282396,0.004678764,,,,,,,,
Switzerland,39269.10821,2014,8188649,0.004795554,,,,,,,,
Switzerland,43202.01486,2013,8089346,0.005340607,,,,,,,,
Switzerland,42259.37803,2012,7996861,0.005284496,,,,,,,,
Switzerland,40992.72301,2011,7912398,0.005180822,,,,,,,,
Switzerland,45052.9557,2010,7824909,0.005757633,,,,,,,,
Switzerland,43537.9211,2009,7743831,0.005622272,,,,,,,,
Switzerland,44707.62098,2008,7647675,0.00584591,,,,,,,,
Switzerland,43388.1657,2007,7551117,0.005745927,,,,,,,,
Switzerland,45380.19758,2006,7483934,0.006063682,,,,,,,,
Switzerland,45799.09642,2005,7437115,0.00615818,,,,,,,,
Switzerland,45238.21452,2004,7389625,0.006121855,,,,,,,,
Switzerland,44658.22849,2003,7339001,0.006085056,,,,,,,,
Switzerland,43445.38523,2002,7284753,0.005963879,,,,,,,,
Switzerland,45069.7872,2001,7229854,0.006233845,,,,,,,,
Switzerland,43606.94863,2000,7184250,0.006069798,,,,,,,,
Switzerland,44429.54726,1999,7143991,0.006219149,,,,,,,,
Switzerland,44607.61018,1998,7110001,0.006273925,,,,,,,,
Switzerland,43042.80961,1997,7088906,0.006071855,,,,,,,,
Switzerland,44152.85308,1996,7071850,0.006243466,,,,,,,,
Switzerland,43423.37891,1995,7040687,0.006167492,,,,,,,,
Switzerland,42669.27266,1994,6993795,0.006101018,,,,,,,,
Switzerland,43604.54514,1993,6938265,0.006284647,,,,,,,,
Switzerland,46024.74288,1992,6875364,0.006694154,,,,,,,,
Switzerland,46195.68802,1991,6799978,0.006793506,,,,,,,,
Switzerland,44171.27495,1990,6715519,0.006577492,,,,,,,,
Turkey,383426.734,2015,78271472,0.004898678,,,,,,,,
Turkey,359220.2086,2014,77030628,0.004663343,,,,,,,,
Turkey,347746.5446,2013,75787333,0.004588452,,,,,,,,
Turkey,355491.9994,2012,74569867,0.004767234,,,,,,,,
Turkey,348003.8318,2011,73409455,0.004740586,,,,,,,,
Turkey,322056.7812,2010,72326914,0.004452793,,,,,,,,
Turkey,320463.6059,2009,71339185,0.004492112,,,,,,,,
Turkey,313349.573,2008,70440032,0.004448459,,,,,,,,
Turkey,316056.9739,2007,69597281,0.004541226,,,,,,,,
Turkey,284820.6105,2006,68763405,0.004142038,,,,,,,,
Turkey,263940.6453,2005,67903406,0.003887002,,,,,,,,
Turkey,244259.4791,2004,67007855,0.003645237,,,,,,,,
Turkey,235268.2838,2003,66085803,0.003560043,,,,,,,,
Turkey,219905.6908,2002,65143054,0.003375735,,,,,,,,
Turkey,211656.8189,2001,64191474,0.003297273,,,,,,,,
Turkey,227718.6483,2000,63240121,0.003600857,,,,,,,,
Turkey,206973.7059,1999,62287326,0.003322886,,,,,,,,
Turkey,210042.7609,1998,61329590,0.003424819,,,,,,,,
Turkey,209866.4259,1997,60372499,0.003476192,,,,,,,,
Turkey,197455.996,1996,59423208,0.003322877,,,,,,,,
Turkey,181418.5709,1995,58486381,0.003101894,,,,,,,,
Turkey,165212.559,1994,57564132,0.002870061,,,,,,,,
Turkey,168461.1196,1993,56653729,0.002973522,,,,,,,,
Turkey,160072.5533,1992,55748875,0.002871315,,,,,,,,
Turkey,154220.1722,1991,54840531,0.002812157,,,,,,,,
Turkey,148194.7944,1990,53921699,0.002748333,,,,,,,,
Ukraine,223080.5324,2015,45154029,0.004940435,,,,,,,,
Ukraine,256178.3208,2014,45271947,0.005658655,,,,,,,,
Ukraine,295880.3083,2013,45489600,0.006504351,,,,,,,,
Ukraine,303630.251,2012,45593300,0.006659537,,,,,,,,
Ukraine,306966.1546,2011,45706100,0.006716087,,,,,,,,
Ukraine,293479.0928,2010,45870700,0.006397964,,,,,,,,
Ukraine,277146.5849,2009,46053300,0.006017953,,,,,,,,
Ukraine,325726.5099,2008,46258200,0.007041487,,,,,,,,
Ukraine,336592.4318,2007,46509350,0.007237092,,,,,,,,
Ukraine,332749.5439,2006,46787750,0.007111895,,,,,,,,
Ukraine,313516.1456,2005,47105150,0.006655666,,,,,,,,
Ukraine,306236.4067,2004,47451600,0.006453658,,,,,,,,
Ukraine,305149.6901,2003,47812950,0.006382156,,,,,,,,
Ukraine,294168.5948,2002,48202500,0.006102766,,,,,,,,
Ukraine,301273.8098,2001,48683865,0.006188371,,,,,,,,
Ukraine,279513.6859,2000,49175848,0.005683963,,,,,,,,
Ukraine,292290.671,1999,49673350,0.005884255,,,,,,,,
Ukraine,321052.0972,1998,50143939,0.00640261,,,,,,,,
Ukraine,340229.8718,1997,50594105,0.006724694,,,,,,,,
Ukraine,351432.8589,1996,51057189,0.006883122,,,,,,,,
Ukraine,390073.0342,1995,51512299,0.007572425,,,,,,,,
Ukraine,419471.839,1994,51921041,0.008079034,,,,,,,,
Ukraine,510380.4088,1993,52179210,0.009781298,,,,,,,,
Ukraine,589226.8537,1992,52150266,0.011298636,,,,,,,,
Ukraine,632700.0013,1991,52000470,0.012167198,,,,,,,,
Ukraine,706201.5837,1990,51892000,0.013609065,,,,,,,,
United Kingdom,415721.4961,2015,65128861,0.006383061,,,,,,,,
United Kingdom,433370.5477,2014,64613160,0.006707156,,,,,,,,
United Kingdom,473699.5737,2013,64128226,0.007386756,,,,,,,,
United Kingdom,484226.3895,2012,63700300,0.007601634,,,,,,,,
United Kingdom,464758.5856,2011,63258918,0.007346926,,,,,,,,
United Kingdom,507469.957,2010,62766365,0.008085062,,,,,,,,
United Kingdom,488856.0248,2009,62276270,0.007849796,,,,,,,,
United Kingdom,539840.6518,2008,61806995,0.008734297,,,,,,,,
United Kingdom,553544.5548,2007,61322463,0.009026783,,,,,,,,
United Kingdom,561885.7128,2006,60846820,0.00923443,,,,,,,,
United Kingdom,563637.4329,2005,60401206,0.009331559,,,,,,,,
United Kingdom,566740.0102,2004,59987905,0.009447571,,,,,,,,
United Kingdom,565146.3831,2003,59647577,0.009474758,,,,,,,,
United Kingdom,553849.1998,2002,59370479,0.009328697,,,,,,,,
United Kingdom,569954.5007,2001,59119673,0.009640691,,,,,,,,
United Kingdom,560581.6841,2000,58892514,0.009518726,,,,,,,,
United Kingdom,553175.9012,1999,58682466,0.009426596,,,,,,,,
United Kingdom,560479.6714,1998,58487141,0.009582956,,,,,,,,
United Kingdom,556475.7897,1997,58316954,0.009542264,,,,,,,,
United Kingdom,581701.3503,1996,58166950,0.010000548,,,,,,,,
United Kingdom,559783.1098,1995,58019030,0.009648267,,,,,,,,
United Kingdom,568639.3718,1994,57865745,0.009826874,,,,,,,,
United Kingdom,573587.6043,1993,57718614,0.009937654,,,,,,,,
United Kingdom,588190.3028,1992,57580402,0.010215113,,,,,,,,
United Kingdom,603513.4275,1991,57424897,0.010509613,,,,,,,,
United Kingdom,595297.3806,1990,57247586,0.010398646,,,,,,,,
United States of America,5411409.075,2015,320896618,0.016863403,,,,,,,,
United States of America,5565494.97,2014,318563456,0.017470601,,,,,,,,
United States of America,5514017.701,2013,316204908,0.017438115,,,,,,,,
United States of America,5362094.945,2012,313998379,0.017076824,,,,,,,,
United States of America,5569516.009,2011,311663358,0.017870295,,,,,,,,
United States of America,5699929.705,2010,309348193,0.018425612,,,,,,,,
United States of America,5495687.945,2009,306771529,0.017914596,,,,,,,,
United States of America,5932978.435,2008,304093966,0.019510346,,,,,,,,
United States of America,6130623.668,2007,301231207,0.020351888,,,,,,,,
United States of America,6051496.151,2006,298379912,0.020281178,,,,,,,,
United States of America,6131832.908,2005,295516599,0.020749538,,,,,,,,
United States of America,6105430.134,2004,292805298,0.020851502,,,,,,,,
United States of America,5990730.132,2003,290107933,0.020650005,,,,,,,,
United States of America,5943946.224,2002,287625193,0.020665597,,,,,,,,
United States of America,5902704.778,2001,284968955,0.020713501,,,,,,,,
United States of America,6001355.899,2000,282162411,0.021269154,,,,,,,,
United States of America,5834224.724,1999,279040000,0.020908202,,,,,,,,
United States of America,5753825.223,1998,275854000,0.020858227,,,,,,,,
United States of America,5713363.395,1997,272657000,0.020954398,,,,,,,,
United States of America,5636297.461,1996,269394000,0.020922134,,,,,,,,
United States of America,5450305.959,1995,266278000,0.02046848,,,,,,,,
United States of America,5385916.548,1994,263126000,0.020468964,,,,,,,,
United States of America,5292609.791,1993,259919000,0.020362535,,,,,,,,
United States of America,5178583.3,1992,256514000,0.020188307,,,,,,,,
United States of America,5073493.47,1991,252981000,0.02005484,,,,,,,,
United States of America,5123042.844,1990,249623000,0.02052312,,,,,,,,
